team,department,subdepartment,employee,title
cws,Administration,Park Operations,Jose A. Gomez,Bards Room Staff
cws,Administration,Park Operations,Juan Gomez,Bards Room Staff
cws,Administration,Park Operations,Karen Looney,Bards Room Staff
cws,Administration,Park Operations,Jeanette Rogosich,Bards Room Staff
cws,Administration,Park Operations,Gene Smith,Bards Room Staff
cws,Administration,Park Operations,Glenn Blackwell,Construction and Maintenance Staff
cws,Administration,Park Operations,Steve Knight,Construction and Maintenance Staff
cws,Administration,Park Operations,Mike Ruff,Construction and Maintenance Staff
cws,Administration,Park Operations,Bob Sievert,Construction and Maintenance Staff
cws,Administration,Park Operations,Dow Smith,Construction and Maintenance Staff
cws,Administration,Park Operations,Mike Tatro,Construction and Maintenance Staff
cws,Administration,At Your Service,Michelle Giancaterino,Director of Administration
cws,Administration,At Your Service,Kim Foley,Senior Manager of Accounting
cws,Administration,At Your Service,Janet Hernandez,Senior Manager of Payroll
cws,Administration,At Your Service,Elizabeth Hernandez,Payroll Coordinator
cws,Administration,At Your Service,Maggie Acevedo,Senior Manager of Guest Services
cws,Administration,At Your Service,John Bowen,Manager of Guest Services
cws,Administration,At Your Service,Kathy Indovina,Manager of Guest Services
nym,Office of the Chairman,None,Fred Wilpon,Chairman of the Board & Chief Executive Officer
nym,Office of the Chairman,None,Saul Katz,President
nym,Office of the Chairman,None,Jeff Wilpon ,Chief Operating Officer
nym,Partners & Board of Directors,None,Fred Wilpon,Partner / Director
nym,Partners & Board of Directors,None,Saul Katz,Partner / Director
nym,Partners & Board of Directors,None,Jeff Wilpon,Partner / Director
nym,Partners & Board of Directors,None,Richard Wilpon,Partner / Director
nym,Partners & Board of Directors,None,Michael Katz,Partner / Director
nym,Partners & Board of Directors,None,David Katz,Partner / Director
nym,Partners & Board of Directors,None,Tom Osterman,Partner / Director
nym,Partners & Board of Directors,None,Michael G. Fisch,Director
nym,Partners & Board of Directors,None,Steve Greenberg ,Director
nym,Partners & Board of Directors,None,Jonathan T. Leffel,Director
nym,Partners & Board of Directors,None,Stuart Sucherman,Director
nym,Partners & Board of Directors,None,James A. Tarica,Director
nym,Partners & Board of Directors,None,Marvin Tepper ,Partner
nym,Front Office,None,Sandy Alderson,General Manager
nym,Front Office,None,Lou DePaoli,Executive Vice President & Chief Revenue Officer
nym,Front Office,None,David Cohen,Executive Vice President & General Counsel
nym,Front Office,None,Mark Peskin,Chief Financial Officer
nym,Front Office,None,Paul Asencio ,"Senior Vice President, Corporate Sales & Services"
nym,Front Office,None,David Newman,"Senior Vice President, Marketing & Communications"
nym,Front Office,None,Leigh Castergine,"Senior Vice President, Ticket Sales & Services"
nym,Front Office,None,Mike Landeen,"Senior Vice President, Venue Services & Operations"
nym,Front Office,None,John Ricco,"Vice President, Assistant General Manager"
nym,Front Office,None,Leonard Labita,"Vice President, Controller"
nym,Front Office,None,Neil Kaplan,"Vice President, Deputy General Counsel"
nym,Front Office,None,Karl Smolarz,"Vice President, Facilities"
nym,Front Office,None,Jay Horwitz,"Vice President, Media Relations"
nym,Front Office,None,Heather Collamore ,"Vice President, Metropolitan Hospitality"
nym,Front Office,None,Paul DePodesta,"Vice President, Player Development & Amateur Scouting"
nym,Front Office,None,Andrew Cairns,"Vice President, Queens Ballpark Company"
nym,Front Office,None,Eric Saretsky,"Vice President, Queens Ballpark Company"
nym,Front Office,None,Robert Kasdon,"Vice President, Security"
nym,Front Office,None,J.P. Ricciardi ,Special Assistant to General Manager Sandy Alderson
mia,Executives,None,Jeffrey H. Loria,"Owner, CEO"
mia,Executives,None,David P. Samson,President
mia,Executives,None,Joel A. Mael,Vice Chairman
mia,Executives,None,Michel Bussiere,Executive Vice President & CFO
mia,Executives,None,Claude Delorme,"Executive Vice President, Operations & Events"
mia,Executives,None,Jack McKeon,Special Assistant to the Owner
mia,Executives,None,Bill Beck,Special Assistant to the Owner
mia,Executives,None,Andre Dawson,Special Assistant to the President
mia,Executives,None,Tony Perez,Special Assistant to the President
mia,Executives,None,Jeff Conine,Special Assistant to the President
mia,Executives,None,Elizabeth McConville,"Executive Assistant to CEO, President & Vice Chairman"
mia,Executives,None,Lisa Milk,Executive Assistant to the Executive VP/CFO
mia,Executives,None,Teresita Garcia,"Executive Assistant to the Executive Vice President, Operations & Events"
mia,Baseball Operations,None,Michael Hill,"President, Baseball Operations"
mia,Baseball Operations,None,Dan Jennings,General Manager
mia,Baseball Operations,None,Mike Berger,"Vice President, Assistant General Manager"
mia,Baseball Operations,None,Craig Weissmann,"Vice President, Player Personnel"
mia,Baseball Operations,None,Dan Noffsinger,"Director, Baseball Operations"
mia,Baseball Operations,None,Manny Colon,"Director, Team Travel"
mia,Baseball Operations,None,Orrin Freeman,"Senior Advisor, Player Personnel"
mia,Baseball Operations,None,Cullen McRae,Video Coaching Coordinator
mia,Baseball Operations,None,Rita Filbert,"Executive Assistant to the President, Baseball Operations and Vice President & General Manager"
mia,"Scouting, Player Development and International Operations",None,Stan Meek ,"Vice President, Scouting"
mia,"Scouting, Player Development and International Operations",None,Marty Scott,Vice President of Player Development
mia,"Scouting, Player Development and International Operations",None,Brian Chattin,"Director, Player Development"
mia,"Scouting, Player Development and International Operations",None,Albert Gonzalez,"Director, International Operations"
mia,"Scouting, Player Development and International Operations",None,Jeff McAvoy,"Director, Pro Scouting"
mia,"Scouting, Player Development and International Operations",None,Gregg Leonard,"Assistant Director, Scouting"
mia,"Scouting, Player Development and International Operations",None,Marc Lippman,"Assistant Director, Player Development & International Operations"
mia,"Scouting, Player Development and International Operations",None,Michael Youngberg,"Manager, Amateur Scouting"
mia,"Scouting, Player Development and International Operations",None,Brett West,"Supervisor, Player Development"
mia,"Scouting, Player Development and International Operations",None,Adrian Puig,"Seasonal Assistant, Player Development"
mia,"Scouting, Player Development and International Operations",None,Daniel Budreika,Minor League Video Coordinator
mia,Medical and Clubhouse,None,"Lee Kaplan, M.D.",
mia,Medical and Clubhouse,None,Sean Cunningham,
mia,Medical and Clubhouse,None,Mike Kozak,
mia,Medical and Clubhouse,None,Dustin Luepker ,
mia,Medical and Clubhouse,None,John Silverman,
mia,Medical and Clubhouse,None,Michael R. Hughes,
mia,Medical and Clubhouse,None,Domenic Camarda,
mia,Medical and Clubhouse,None,Lou Assalone,
mia,Media Relations,None,P. J. Loyello,"Senior Vice President, Communications & Broadcasting"
mia,Media Relations,None,Matt Roebuck,"Director, Communications"
mia,Media Relations,None,Marty Sewell,"Manager, Baseball Information"
mia,Media Relations,None,Jon Erik Alvarez,"Manager, Communications"
mia,Media Relations,None,Joe Vieira,"Supervisor, Baseball Information"
mia,Media Relations,None,Maria Armella,"Administrative Assistant, Communications"
mia,Media Relations,None,Michelle Saco,"Intern, Communications"
mia,Media Relations,None,Erica George,"Intern, Baseball Information"
mia,Media Relations,None,Nick Kappel,"Intern, Baseball Information"
mia,Broadcasting,None,Emmanuel Muñoz,"Director, Broadcasting"
mia,Broadcasting,None,Tommy Hutton,"Broadcaster, Television"
mia,Broadcasting,None,Rich Waltz,"Broadcaster, Television"
mia,Broadcasting,None,Glenn Geffner,"Broadcaster, Radio"
mia,Broadcasting,None,Dave Van Horne,"Broadcaster, Radio"
mia,Broadcasting,None,Felo Ramirez,"Broadcaster, Spanish Radio"
mia,Broadcasting,None,"Luis ""Yiki"" Quintana","Broadcaster, Spanish Radio"
mia,Broadcasting,None,Cookie Rojas,"Broadcaster, Television (SAP)"
mia,Broadcasting,None,Raul Striker Jr.,"Broadcaster, Television (SAP)"
mia,Broadcasting,None,Craig Minervini,"Broadcaster, Television Pre/Post Game"
mia,Broadcasting,None,Kyle Sielaff,"Coordinator, Broadcasting"
mia,Broadcasting,None,Alex Schwartz,"Intern, Broadcasting"
mia,Business and Digital Innovation,None,Alexander Buznego,"Director, Business & Digital Innovation"
mia,Business and Digital Innovation,None,Cristina Blanco,"Coordinator, Fan Loyalty & Digital Marketing"
mia,Business and Digital Innovation,None,Joseph Cervone,"Coordinator, Digital Marketing"
mia,Business and Digital Innovation,None,Danielle Needles,"Intern, Digital & Social Media"
mia,Community Outreach,None,Angela Smith,"Director, Community Outreach"
mia,Community Outreach,None,Juan Garciga,"Manager, Player Relations and Youth Baseball"
mia,Community Outreach,None,Adrian Mora,"Coordinator, Community Outreach"
mia,Community Outreach,None,Sarah Orndorff,"Assistant, Community Outreach"
mia,Community Outreach,None,Jamal Knibbs,"Intern, Community Outreach"
mia,The Marlins Foundation,None,Alfredo Mesa,"Vice President and Executive Director, Marlins Foundation"
mia,The Marlins Foundation,None,Joanne Messing,"Director, Foundation Partnerships"
mia,The Marlins Foundation,None,Stephanie Gaywood,"Coordinator, Charity Partners and Initiatives"
mia,The Marlins Foundation,None,Alan Alvarez	,"Coordinator, Foundation Partners"
mia,The Marlins Foundation,None,Jeremy Klawsky,"Intern, Marlins Foundation"
mia,The Marlins Foundation,None,Jessica Taylor,"Intern, Marlins Foundation"
mia,The Marlins Foundation,None,Devin Perez,"Intern, Marlins Foundation"
mia,Marketing,None,Sean Flynn,"Senior Vice President, Marketing & Event Booking"
mia,Marketing,None,Juan Martinez,"Director, Multicultural Marketing"
mia,Marketing,None,Matthew Britten,"Director, Marketing & Promotions"
mia,Marketing,None,Darling Jarquin,"Manager, Multicultural Marketing"
mia,Marketing,None,Boris Menier,"Manager, Marketing"
mia,Marketing,None,	Ralph Capdevila,"Supervisor, Promotions"
mia,Marketing,None,Xavier Bowden,"Intern, Marketing"
mia,Marketing,None,David Corral,"Intern, Marketing"
mia,Marketing,None,Diego Delgado,"Intern, Marketing"
mia,Marketing,None,Eloy Morales,"Intern, Marketing"
mia,Marketing,None,Will Noel III,"Intern, Marketing"
mia,Marketing,None,Joshua Elenberg,"Intern, Marketing"
mia,Game Presentation and Events,None,Larry Blocker,"Senior Director, Game Presentation & Events"
mia,Game Presentation and Events,None,Randy Cousar,"Engineering Director, Game Presentation & Events"
mia,Game Presentation and Events,None,Chad Messina,"Assistant Engineering Director, Game Presentation & Events"
mia,Game Presentation and Events,None,Eric Ramirez,"Manager, Game Presentation & Video Production"
mia,Game Presentation and Events,None,Luis Dones,"Manager, Game Presentation & Events"
mia,Game Presentation and Events,None,Michael Mansino,Video Production Editor
mia,Game Presentation and Events,None,Catrina Banks,Video Production Editor
mia,Game Presentation and Events,None,Mark Stewart,Video Production Editor
mia,Game Presentation and Events,None,Kyler Luongo,"Coordinator, Game Presentation and Events"
mia,Game Presentation and Events,None,Julio Galan,"Producer, Digital Signage"
mia,Game Presentation and Events,None,Javier Castellanos,"Assistant Producer, Digital Signage"
mia,Game Presentation and Events,None,John DeCicco,"Coordinator, Mascot"
mia,Game Presentation and Events,None,Jesus Gonzalez,"Assistant, Mascot"
mia,Game Presentation and Events,None,Dick Sanford,Public Address Announcer
mia,Game Presentation and Events,None,Tabitha Wortham,Organist
mia,Game Presentation and Events,None,Jose Guerrero,"Choreographer, Marlins Energy Team"
mia,Game Presentation and Events,None,Aisha Davis,"Assistant, Marlins Energy Team"
mia,Game Presentation and Events,None,Kelly,Marlins Vision Host
mia,Game Presentation and Events,None,DJ Vertigo ,Marlins DJ
mia,Game Presentation and Events,None,Sheila Marquez,Game Day Assistant 
mia,Game Presentation and Events,None,Josh Kantor,Game Day Assistant
